ZIP3,GA-303,NY-134,TX-799,UT-841,AZ-852,CA-900,CA-945,CO-802,FL-331,IL-606,MA-021,MI-481,NC-275,NJ-070,TX-750,TX-770,WA-980
411,329,510,1408,1550,1657,1989,2118,1189,885,347,678,267,295,492,874,933,2065
412,294,531,1408,1568,1664,1999,2135,1206,845,381,689,306,267,500,868,918,2093
413,263,574,1364,1535,1622,1959,2099,1171,834,372,735,325,294,546,823,872,2069
414,286,549,1384,1544,1639,1974,2110,1182,850,365,711,305,288,523,845,897,2072
415,275,539,1420,1592,1680,2017,2156,1228,816,412,689,335,240,497,876,917,2120
416,272,547,1404,1575,1663,2000,2140,1211,823,399,701,329,256,510,861,905,2105
417,243,581,1375,1556,1637,1976,2119,1191,807,400,735,349,272,544,829,871,2094
418,247,570,1394,1576,1656,1996,2138,1211,800,413,720,353,253,528,848,886,2112
420,318,823,1079,1282,1339,1681,1835,913,908,349,1005,462,559,823,545,629,1859
421,241,715,1208,1404,1470,1811,1961,1036,846,348,887,395,429,700,667,727,1964
422,264,756,1158,1358,1420,1761,1913,989,867,344,933,419,479,747,619,687,1924
423,300,726,1172,1347,1426,1763,1907,981,905,300,908,377,482,727,642,721,1903
424,316,756,1139,1316,1392,1730,1875,949,918,301,940,397,514,759,610,696,1876
425,230,644,1292,1479,1554,1894,2039,1113,825,363,808,360,350,620,749,800,2027
426,213,667,1275,1472,1539,1881,2030,1104,813,374,830,381,360,641,730,777,2025
427,259,678,1237,1417,1495,1833,1978,1051,863,326,852,359,412,667,700,764,1968
430,440,446,1431,1520,1663,1983,2094,1168,999,275,637,153,377,468,919,1002,2006
431,417,458,1425,1523,1659,1982,2097,1170,977,286,646,175,361,472,908,986,2016
432,432,451,1427,1519,1660,1981,2093,1167,992,277,642,160,373,471,913,995,2007
433,464,453,1418,1492,1643,1961,2068,1143,1030,242,652,123,413,488,912,1003,1972
434,527,425,1442,1486,1658,1968,2064,1144,1091,228,634,60,461,483,950,1051,1948
435,528,462,1406,1446,1619,1928,2024,1104,1104,187,672,64,488,523,920,1027,1910
436,541,433,1435,1471,1647,1955,2049,1130,1110,212,645,44,482,498,948,1053,1928
437,442,399,1491,1588,1727,2050,2163,1236,974,342,580,190,325,405,971,1043,2072
438,462,393,1488,1573,1719,2039,2148,1223,1000,322,582,163,352,411,972,1050,2051
439,484,347,1542,1627,1775,2095,2203,1278,998,373,528,195,328,356,1023,1095,2099
440,553,335,1532,1577,1750,2061,2156,1237,1087,319,541,112,423,391,1033,1123,2028
441,548,343,1524,1570,1743,2054,2149,1229,1084,312,549,108,422,398,1024,1115,2023
442,526,349,1521,1578,1744,2057,2156,1235,1060,320,549,125,399,392,1016,1103,2037
443,524,347,1523,1582,1746,2060,2160,1238,1057,323,547,130,395,389,1017,1103,2041
444,540,311,1561,1620,1785,2099,2198,1277,1057,361,508,160,383,350,1053,1135,2075
445,540,308,1566,1625,1790,2104,2203,1282,1055,367,504,166,379,345,1057,1137,2081
446,500,358,1517,1587,1744,2061,2164,1241,1031,331,552,148,371,388,1007,1088,2054
447,509,349,1525,1592,1751,2067,2169,1246,1038,334,544,147,376,382,1015,1097,2056
448,508,407,1461,1518,1682,1995,2095,1173,1063,260,610,90,426,454,961,1054,1983
449,488,405,1466,1534,1691,2007,2110,1187,1040,278,603,116,400,442,960,1049,2005
450,382,541,1340,1451,1577,1902,2022,1094,967,241,731,208,402,556,824,908,1959
451,368,527,1361,1479,1601,1928,2050,1122,947,270,712,217,373,535,840,917,1989
452,368,549,1335,1453,1574,1901,2024,1095,954,252,736,222,395,560,816,898,1965
453,422,512,1362,1453,1592,1913,2027,1100,1002,223,707,167,418,538,853,943,1950
454,408,515,1362,1460,1595,1917,2033,1106,988,235,707,179,406,536,850,937,1960
455,421,492,1384,1477,1616,1937,2051,1124,995,243,685,164,399,515,873,959,1971
456,363,486,1417,1543,1661,1990,2114,1185,919,325,661,233,315,479,889,955,2050
457,407,424,1479,1591,1720,2046,2164,1237,939,355,597,220,298,417,953,1018,2085
458,482,480,1387,1450,1608,1923,2026,1103,1059,198,684,107,455,526,891,991,1928
460,438,593,1275,1360,1501,1820,1934,1006,1037,154,795,205,497,630,778,884,1864
461,415,610,1261,1359,1490,1813,1931,1003,1016,172,808,229,489,640,758,861,1871
462,424,606,1263,1356,1491,1812,1929,1001,1025,164,806,222,494,639,763,868,1866
463,553,619,1257,1283,1460,1766,1861,940,1155,34,833,202,607,687,796,930,1762
464,558,624,1253,1277,1455,1760,1855,934,1161,28,839,207,614,693,794,930,1755
465,538,558,1314,1346,1521,1828,1924,1003,1133,89,771,142,559,624,842,966,1818
466,551,567,1308,1333,1512,1818,1911,992,1147,75,781,150,575,636,841,967,1803
467,509,525,1343,1390,1557,1868,1967,1045,1097,136,734,119,512,582,859,972,1866
468,503,523,1344,1395,1559,1871,1972,1049,1091,142,732,120,506,578,859,970,1872
469,479,578,1289,1352,1507,1822,1928,1003,1077,120,785,176,522,627,803,917,1844
470,371,576,1305,1422,1543,1869,1993,1064,964,231,766,231,422,591,789,875,1937
471,327,644,1245,1390,1491,1823,1956,1027,930,258,829,299,440,650,722,804,1925
472,371,611,1267,1387,1505,1831,1956,1028,971,217,803,252,452,629,753,844,1908
473,435,554,1315,1400,1542,1861,1974,1047,1027,177,754,178,465,589,814,914,1899
474,385,650,1225,1343,1461,1787,1912,983,989,200,844,275,493,672,716,815,1869
475,355,693,1188,1329,1430,1761,1894,966,961,237,884,325,500,708,671,766,1869
476,346,726,1158,1312,1404,1737,1875,947,951,259,915,358,516,738,639,733,1861
477,340,733,1152,1311,1400,1734,1873,946,944,268,922,367,517,744,631,724,1863
478,423,671,1198,1301,1427,1750,1871,943,1028,168,871,280,537,704,700,812,1823
479,477,630,1237,1306,1456,1771,1880,954,1080,108,837,225,553,677,754,874,1807
480,607,394,1483,1491,1686,1987,2071,1158,1168,241,612,29,522,481,1007,1118,1926
481,585,417,1457,1472,1662,1965,2051,1137,1151,218,634,0,515,497,978,1090,1916
482,595,400,1474,1487,1679,1982,2067,1153,1156,235,617,18,513,483,996,1106,1927
483,608,406,1473,1478,1674,1975,2058,1146,1172,230,624,24,530,493,998,1112,1914
484,642,407,1482,1471,1678,1974,2051,1143,1207,234,628,57,562,506,1016,1135,1896
485,634,422,1466,1457,1662,1959,2037,1128,1203,218,643,51,564,519,1001,1120,1885
486,678,445,1464,1431,1650,1941,2011,1109,1251,217,667,101,614,554,1012,1141,1846
487,692,418,1495,1459,1681,1971,2039,1138,1259,247,641,108,612,533,1042,1168,1867
488,630,471,1421,1409,1614,1911,1989,1079,1209,172,691,76,587,565,962,1088,1842
489,615,468,1418,1413,1614,1912,1993,1082,1194,170,688,65,572,558,955,1078,1851
490,584,524,1357,1365,1556,1858,1944,1029,1174,111,741,108,578,603,894,1020,1819
491,566,570,1308,1325,1509,1813,1904,986,1162,67,786,153,589,643,845,975,1791
492,571,466,1408,1426,1613,1917,2006,1089,1149,170,681,49,531,542,933,1050,1878
493,649,516,1386,1361,1574,1866,1941,1035,1236,141,738,124,628,614,939,1074,1793
494,651,544,1361,1333,1546,1838,1913,1006,1242,119,766,148,644,641,918,1057,1768
495,634,522,1375,1357,1565,1859,1937,1028,1222,127,743,121,618,615,924,1058,1795
496,742,521,1430,1360,1601,1881,1939,1048,1326,211,744,189,703,642,1006,1151,1758
497,800,487,1503,1410,1667,1940,1989,1108,1375,288,707,225,732,624,1084,1229,1782
498,859,621,1423,1288,1567,1828,1865,999,1451,290,841,322,837,757,1043,1208,1648
499,916,707,1388,1218,1515,1765,1792,942,1515,334,925,403,916,845,1039,1216,1562
500,750,950,976,941,1140,1430,1518,600,1343,320,1169,536,914,1029,628,826,1448
501,734,930,992,962,1159,1451,1540,621,1328,298,1148,515,893,1007,634,828,1468
502,740,939,984,953,1151,1442,1531,612,1334,307,1157,524,901,1017,630,825,1460
503,739,942,980,951,1147,1439,1529,610,1332,310,1160,527,902,1019,625,821,1460
504,806,905,1067,971,1211,1486,1552,653,1407,300,1127,503,930,1000,736,932,1432
505,820,967,1002,912,1145,1421,1492,588,1416,350,1188,560,968,1057,689,893,1392
506,750,871,1071,1010,1230,1513,1589,681,1352,252,1091,462,877,959,711,900,1484
507,742,866,1071,1015,1232,1518,1595,685,1343,246,1086,457,869,953,707,895,1492
508,748,998,917,906,1087,1383,1481,557,1332,363,1215,582,934,1070,573,776,1436
510,872,1044,944,835,1074,1346,1415,512,1460,426,1265,637,1036,1134,671,884,1325
511,887,1069,924,810,1050,1320,1390,487,1472,450,1290,662,1056,1158,663,879,1305
512,907,1043,976,833,1093,1355,1413,524,1499,437,1265,643,1058,1140,716,931,1301
513,876,1000,1005,876,1131,1396,1456,564,1471,395,1222,600,1020,1097,722,932,1340
514,817,1006,950,878,1097,1378,1457,545,1406,381,1226,595,983,1090,643,851,1379
515,808,1041,898,852,1052,1339,1428,509,1390,410,1260,627,992,1119,593,804,1375
516,772,1042,874,866,1042,1339,1439,514,1349,408,1259,626,969,1113,548,757,1407
520,692,790,1129,1093,1302,1592,1672,760,1297,169,1010,379,799,876,736,910,1565
521,759,829,1124,1048,1279,1559,1628,726,1363,227,1051,427,863,924,761,945,1504
522,681,839,1070,1053,1247,1542,1630,713,1283,207,1057,424,814,917,678,856,1545
523,687,840,1071,1050,1247,1541,1628,711,1289,209,1059,426,819,919,682,861,1541
524,690,836,1077,1053,1252,1545,1631,715,1292,206,1055,422,819,916,688,867,1541
525,665,889,1006,1018,1191,1493,1593,669,1260,254,1105,472,828,958,611,793,1535
526,619,839,1047,1074,1240,1546,1649,724,1219,205,1053,421,772,904,627,797,1589
527,644,796,1101,1099,1286,1585,1676,757,1248,162,1014,380,769,871,690,859,1591
528,632,787,1107,1110,1294,1594,1688,767,1236,153,1004,371,755,860,689,855,1605
530,689,647,1278,1230,1452,1739,1810,906,1291,105,869,251,726,746,863,1019,1666
531,654,648,1261,1232,1442,1734,1812,902,1257,69,869,241,700,738,834,987,1682
532,666,638,1276,1240,1455,1745,1820,913,1267,82,859,236,704,732,852,1004,1684
534,642,633,1271,1248,1455,1749,1828,917,1243,58,853,224,683,721,839,988,1700
535,687,717,1206,1162,1379,1667,1742,834,1292,118,938,311,759,808,800,965,1616
537,694,711,1215,1167,1387,1674,1747,841,1299,121,932,308,761,805,811,976,1616
538,713,779,1152,1100,1319,1605,1680,773,1318,170,1000,373,807,870,764,939,1560
539,728,712,1233,1165,1397,1678,1745,845,1333,150,934,318,786,813,840,1008,1600
540,889,863,1187,1026,1310,1565,1604,738,1495,328,1085,492,967,978,873,1068,1424
541,780,651,1330,1232,1486,1759,1811,926,1379,198,873,292,794,768,940,1104,1632
542,754,619,1344,1261,1506,1783,1840,950,1351,178,842,257,760,734,941,1100,1666
543,763,641,1329,1240,1488,1763,1819,930,1362,182,864,276,777,756,932,1094,1645
544,814,730,1273,1154,1417,1684,1733,853,1417,230,953,364,855,846,907,1083,1555
545,878,737,1320,1166,1451,1707,1742,880,1481,294,958,399,903,865,971,1151,1535
546,778,789,1183,1088,1334,1608,1668,775,1384,217,1011,397,858,892,819,1000,1521
547,852,817,1208,1069,1341,1602,1647,772,1458,284,1039,444,922,931,872,1061,1472
548,924,833,1255,1073,1371,1619,1648,796,1529,347,1054,484,977,958,941,1133,1441
549,749,667,1292,1211,1453,1731,1790,898,1350,164,890,289,779,777,897,1061,1627
550,899,893,1160,995,1279,1533,1572,706,1504,347,1115,518,987,1007,856,1055,1398
551,904,897,1159,991,1277,1530,1568,704,1509,352,1120,523,993,1012,858,1057,1393
553,912,912,1149,976,1264,1516,1554,690,1517,364,1135,537,1005,1027,854,1055,1378
554,906,903,1155,986,1272,1525,1563,699,1511,356,1125,528,997,1017,856,1056,1388
556,1003,820,1354,1132,1456,1690,1700,878,1606,419,1037,515,1024,961,1050,1242,1450
557,1022,896,1286,1048,1378,1607,1615,799,1628,445,1115,570,1071,1031,1009,1209,1373
558,983,861,1284,1068,1387,1623,1639,809,1588,404,1080,529,1029,993,989,1186,1409
559,820,856,1136,1021,1276,1545,1601,713,1424,277,1078,464,917,959,799,991,1456
560,871,932,1087,946,1213,1474,1526,644,1473,349,1155,541,986,1036,785,987,1382
561,923,1021,1021,857,1132,1388,1436,559,1519,429,1244,628,1060,1124,760,973,1302
562,976,1013,1086,878,1182,1423,1454,604,1577,452,1236,635,1091,1126,839,1051,1282
563,979,962,1155,941,1252,1491,1515,674,1583,430,1184,597,1071,1082,892,1099,1319
564,1024,967,1200,957,1286,1514,1527,707,1629,465,1188,618,1103,1094,947,1155,1305
565,1089,1050,1172,888,1238,1452,1454,659,1692,541,1270,700,1181,1178,959,1175,1222
566,1096,982,1270,987,1341,1554,1548,762,1702,525,1199,658,1156,1119,1032,1241,1288
567,1179,1077,1258,924,1304,1498,1476,730,1784,616,1294,755,1251,1216,1065,1281,1194
570,950,1089,957,788,1061,1316,1368,488,1539,486,1311,690,1106,1187,727,946,1253
571,946,1076,970,801,1075,1330,1381,502,1536,475,1299,679,1098,1176,734,952,1261
572,1026,1088,1042,805,1122,1355,1381,543,1622,520,1310,708,1156,1200,834,1053,1211
573,1021,1157,938,722,1020,1260,1301,441,1607,560,1380,763,1182,1259,756,980,1177
574,1107,1171,1026,735,1080,1295,1307,503,1700,608,1393,795,1243,1286,868,1093,1123
575,1107,1260,893,622,945,1169,1200,366,1685,664,1483,867,1281,1363,779,1009,1080
576,1224,1310,987,614,999,1185,1177,437,1809,745,1532,935,1377,1426,911,1142,985
577,1238,1394,873,501,875,1066,1073,319,1807,803,1617,1005,1419,1501,850,1082,943
580,1116,1100,1140,839,1196,1405,1403,619,1717,579,1320,745,1220,1226,951,1171,1174
581,1112,1080,1161,863,1220,1429,1427,642,1715,568,1300,730,1209,1208,964,1182,1192
582,1200,1124,1224,875,1261,1449,1425,690,1803,645,1341,793,1283,1260,1052,1272,1146
583,1263,1207,1202,812,1218,1390,1353,657,1864,719,1424,874,1359,1343,1071,1295,1063
584,1179,1179,1115,773,1150,1344,1331,579,1777,653,1400,824,1294,1305,968,1193,1094
585,1248,1272,1082,693,1092,1269,1245,534,1841,737,1492,913,1376,1397,986,1214,1003
586,1321,1370,1051,610,1033,1189,1152,495,1908,826,1591,1008,1463,1494,1008,1239,908
587,1341,1313,1172,730,1159,1310,1257,618,1938,812,1531,975,1453,1448,1094,1323,956
588,1406,1402,1149,664,1112,1243,1177,594,1999,890,1620,1058,1531,1535,1116,1347,868
590,1532,1654,977,383,869,954,876,462,2096,1087,1875,1280,1712,1772,1094,1323,648
591,1519,1639,974,388,871,961,887,454,2083,1072,1861,1265,1697,1757,1083,1313,663
592,1464,1477,1135,612,1076,1189,1110,584,2052,959,1696,1131,1598,1609,1141,1373,792
593,1411,1497,1007,500,951,1080,1027,457,1988,941,1718,1128,1572,1618,1036,1268,790
594,1690,1758,1126,480,983,1009,872,630,2261,1220,1978,1403,1854,1887,1266,1495,513
595,1646,1682,1160,541,1040,1088,961,641,2225,1158,1900,1335,1796,1814,1259,1490,587
596,1693,1800,1064,403,907,926,793,589,2254,1244,2020,1434,1872,1923,1236,1462,488
597,1667,1801,1004,343,846,873,755,540,2221,1233,2022,1428,1855,1920,1190,1415,509
598,1797,1897,1124,443,939,917,749,676,2356,1347,2117,1535,1975,2022,1327,1552,384
599,1844,1904,1215,536,1033,1003,817,754,2412,1374,2122,1554,2008,2036,1401,1627,365
600,606,646,1244,1243,1436,1735,1822,906,1209,22,864,231,663,725,803,948,1710
601,597,654,1233,1238,1427,1727,1816,899,1200,21,871,238,661,731,790,935,1709
602,597,638,1250,1253,1443,1743,1832,915,1199,12,855,222,652,715,804,948,1721
603,586,641,1243,1252,1439,1740,1831,913,1189,6,858,224,646,716,795,937,1725
604,571,651,1229,1248,1428,1732,1826,906,1175,23,866,234,639,721,777,918,1728
605,586,655,1229,1240,1425,1727,1818,899,1190,20,872,238,653,729,782,926,1715
606,585,635,1249,1259,1445,1747,1837,919,1187,0,852,218,641,710,799,941,1730
607,594,641,1246,1251,1440,1740,1829,912,1197,10,858,225,651,717,800,943,1721
608,575,639,1242,1258,1440,1743,1836,917,1178,11,855,222,636,711,790,930,1733
609,527,665,1206,1252,1415,1725,1828,904,1132,69,877,250,614,724,741,876,1747
610,642,725,1176,1162,1360,1656,1741,826,1247,98,944,311,731,806,756,917,1635
611,636,701,1199,1185,1384,1680,1764,850,1241,77,920,287,714,783,774,931,1654
612,624,780,1112,1119,1301,1602,1696,775,1228,145,996,363,746,852,690,854,1614
613,581,720,1162,1184,1359,1664,1761,839,1187,87,935,303,684,788,719,870,1676
614,587,788,1092,1126,1291,1598,1701,776,1190,157,1002,371,724,851,657,816,1635
615,557,755,1120,1165,1324,1634,1740,814,1161,131,967,339,686,814,671,821,1674
616,556,753,1122,1167,1327,1637,1742,816,1160,129,965,336,684,812,672,822,1676
617,527,726,1145,1202,1355,1668,1776,849,1132,117,936,311,648,781,684,825,1712
618,482,694,1174,1249,1392,1709,1822,895,1088,124,900,286,597,740,695,823,1763
619,454,712,1155,1250,1380,1701,1820,892,1060,159,916,311,587,751,668,791,1775
620,475,819,1049,1166,1277,1602,1731,802,1071,238,1021,415,663,854,567,703,1714
622,448,825,1045,1180,1279,1608,1743,815,1042,260,1024,427,648,854,551,681,1736
623,567,841,1032,1098,1240,1554,1669,740,1164,218,1051,425,737,894,589,750,1630
624,419,728,1142,1260,1374,1700,1827,898,1024,198,927,336,571,758,643,759,1796
625,487,749,1118,1204,1338,1657,1775,846,1091,164,956,342,632,793,642,777,1731
626,518,790,1078,1158,1294,1611,1728,800,1119,185,998,379,677,838,615,760,1688
627,505,776,1092,1175,1310,1628,1745,817,1107,177,983,366,660,822,623,764,1704
628,396,776,1099,1244,1340,1671,1807,879,996,252,971,390,584,797,591,703,1797
629,370,813,1070,1244,1320,1656,1801,876,963,302,1003,436,588,825,551,655,1811
630,475,852,1016,1148,1248,1576,1710,782,1065,272,1053,450,681,884,531,669,1706
631,471,842,1026,1156,1258,1586,1718,790,1063,264,1043,440,673,874,540,677,1712
633,497,857,1010,1130,1237,1563,1694,765,1088,266,1060,451,698,894,534,679,1685
634,589,879,995,1061,1201,1516,1631,703,1181,254,1090,463,771,933,562,730,1600
635,630,914,968,1017,1165,1476,1588,660,1220,283,1126,497,816,972,555,734,1555
636,442,885,989,1158,1234,1569,1714,790,1022,326,1080,492,676,906,486,614,1734
637,386,856,1028,1214,1280,1619,1768,845,970,332,1046,475,623,868,509,617,1790
638,361,890,1008,1226,1271,1614,1774,856,931,385,1075,520,625,893,475,570,1816
639,407,914,973,1181,1230,1572,1729,810,973,381,1103,533,667,924,450,562,1771
640,663,1028,847,939,1053,1373,1500,572,1228,402,1238,613,890,1078,448,643,1513
641,675,1039,838,926,1042,1360,1487,559,1238,411,1250,623,903,1090,446,644,1501
644,714,1021,873,909,1058,1366,1478,549,1289,387,1235,604,921,1083,509,711,1462
645,710,1037,852,903,1042,1353,1470,541,1280,404,1250,619,926,1096,486,689,1465
646,660,970,913,968,1109,1421,1536,608,1240,339,1183,553,862,1028,515,705,1519
647,628,1047,821,960,1044,1373,1514,591,1180,432,1253,636,876,1087,392,582,1552
648,608,1091,777,975,1020,1358,1517,605,1137,492,1292,686,881,1120,317,503,1589
650,546,945,922,1056,1150,1478,1615,688,1119,343,1149,537,775,982,459,622,1629
651,543,933,934,1062,1161,1488,1623,696,1120,330,1137,525,767,971,472,633,1633
652,576,930,939,1041,1156,1478,1605,676,1157,314,1137,517,787,975,496,666,1601
653,603,984,886,999,1103,1427,1560,632,1172,367,1191,571,830,1027,451,631,1573
654,497,938,932,1097,1172,1506,1652,728,1066,357,1137,538,738,965,444,590,1679
655,506,954,916,1086,1157,1491,1639,716,1070,371,1153,554,752,981,429,579,1671
656,548,1035,837,1035,1083,1423,1579,664,1089,448,1233,634,817,1059,352,516,1640
657,542,1025,846,1042,1092,1431,1587,671,1086,438,1223,624,809,1049,361,523,1644
658,555,1032,838,1029,1082,1420,1574,658,1099,441,1231,630,820,1058,359,526,1631
660,693,1067,810,903,1014,1333,1463,535,1250,439,1278,651,927,1118,429,632,1485
661,679,1043,834,921,1038,1356,1483,555,1242,415,1254,627,908,1095,445,644,1497
662,677,1048,829,921,1034,1353,1482,554,1238,421,1258,632,908,1098,437,636,1500
664,755,1107,784,843,971,1283,1405,477,1311,474,1321,690,986,1165,449,663,1422
665,759,1116,776,837,963,1276,1399,471,1313,483,1329,699,992,1173,443,658,1420
666,727,1096,787,868,984,1300,1428,501,1281,466,1308,680,962,1150,429,639,1452
667,656,1107,760,928,989,1323,1473,557,1190,494,1312,697,920,1144,337,537,1536
668,745,1151,727,841,931,1254,1393,470,1282,523,1361,736,997,1200,378,595,1444
669,848,1183,736,750,899,1201,1315,386,1398,548,1399,766,1079,1248,476,702,1332
670,780,1223,651,804,864,1193,1345,434,1296,598,1431,809,1050,1267,325,552,1430
671,791,1232,644,794,854,1184,1334,424,1305,606,1440,817,1060,1276,328,556,1421
672,776,1215,660,808,872,1201,1350,438,1294,589,1423,800,1043,1259,332,557,1431
673,684,1152,715,901,948,1284,1441,531,1204,539,1356,742,956,1187,303,512,1521
674,821,1198,700,766,881,1195,1323,397,1358,564,1411,780,1066,1255,418,644,1367
675,846,1259,632,738,821,1142,1283,367,1365,627,1470,842,1107,1311,375,606,1360
676,920,1278,654,667,805,1106,1226,298,1452,643,1494,861,1164,1342,466,698,1273
677,1001,1358,606,583,731,1024,1141,214,1525,723,1574,941,1249,1425,503,734,1201
678,957,1379,531,633,700,1020,1167,267,1456,746,1591,962,1227,1433,402,633,1280
679,977,1425,475,626,656,983,1144,273,1459,794,1636,1009,1258,1475,382,608,1288
680,838,1080,869,813,1015,1301,1389,470,1415,450,1299,667,1029,1159,586,803,1342
681,819,1067,874,830,1026,1314,1405,484,1397,435,1285,652,1011,1143,578,793,1360
683,827,1122,805,791,964,1259,1362,436,1391,487,1339,705,1039,1192,522,742,1349
684,825,1112,817,798,974,1269,1370,444,1392,478,1330,696,1034,1183,531,750,1351
685,833,1109,827,796,980,1272,1369,444,1402,476,1327,694,1038,1182,546,765,1343
686,897,1143,831,747,962,1240,1324,408,1468,514,1362,730,1095,1223,595,818,1280
687,931,1132,877,747,992,1258,1327,426,1510,512,1353,725,1112,1221,654,877,1252
688,936,1209,770,687,894,1173,1261,341,1495,579,1428,796,1147,1287,573,801,1240
689,915,1224,731,689,868,1157,1259,332,1466,590,1441,808,1140,1296,525,755,1263
690,1010,1324,670,586,778,1057,1155,228,1549,691,1542,909,1242,1398,556,788,1176
691,1073,1348,708,540,782,1040,1116,208,1620,722,1568,937,1293,1431,631,863,1107
692,1068,1270,826,606,894,1136,1186,315,1637,658,1492,868,1259,1364,707,938,1109
693,1173,1413,739,464,768,995,1044,193,1723,796,1635,1008,1384,1505,725,957,1005
700,434,1223,974,1427,1300,1669,1900,1076,672,834,1362,928,783,1167,444,314,2090
701,430,1220,979,1432,1305,1674,1905,1080,667,833,1359,926,779,1163,449,320,2094
703,476,1262,943,1412,1272,1641,1877,1064,698,861,1403,962,825,1208,424,278,2079
704,412,1195,968,1407,1292,1660,1887,1053,686,799,1337,895,763,1142,429,318,2066
705,517,1281,859,1327,1187,1556,1791,982,784,840,1433,959,869,1239,338,203,1997
706,574,1324,791,1271,1120,1489,1727,932,850,857,1482,988,927,1288,281,137,1946
707,459,1231,912,1362,1237,1605,1835,1011,738,810,1379,919,812,1185,378,262,2025
708,462,1233,911,1362,1236,1605,1835,1011,738,812,1382,921,814,1187,378,260,2026
710,539,1229,760,1165,1070,1435,1650,811,926,721,1402,870,881,1212,198,220,1826
711,553,1241,745,1154,1056,1421,1637,802,937,729,1414,880,895,1225,184,212,1817
712,460,1171,840,1233,1150,1514,1726,874,854,692,1337,825,806,1146,278,271,1886
713,490,1232,841,1276,1161,1529,1753,925,819,771,1391,898,841,1198,296,219,1940
714,524,1251,798,1234,1117,1485,1709,885,863,772,1415,907,873,1223,252,192,1900
716,434,1095,859,1194,1153,1512,1707,829,895,596,1269,737,764,1081,297,353,1832
717,490,1160,802,1165,1101,1463,1666,804,921,649,1334,797,825,1146,237,293,1814
718,544,1190,748,1106,1044,1405,1607,747,979,656,1370,817,874,1184,186,287,1758
719,514,1135,785,1107,1072,1429,1620,743,980,598,1318,759,834,1134,233,345,1748
720,452,1063,855,1149,1136,1490,1673,781,948,538,1245,691,764,1061,306,403,1777
721,456,1069,850,1147,1131,1486,1670,779,950,542,1250,696,769,1066,300,398,1775
722,461,1079,843,1145,1126,1481,1666,778,949,553,1260,707,777,1075,291,388,1777
723,362,978,950,1227,1230,1582,1759,857,888,487,1156,620,669,969,399,470,1841
724,391,954,949,1193,1218,1565,1733,822,937,438,1138,583,677,956,412,508,1797
725,449,1007,888,1136,1155,1503,1672,765,980,466,1194,626,739,1013,358,475,1748
726,511,1049,834,1075,1096,1442,1611,705,1035,485,1241,659,799,1063,320,464,1691
727,580,1109,767,1010,1025,1371,1542,640,1091,526,1304,712,869,1128,274,447,1634
728,516,1098,800,1084,1075,1427,1608,716,1011,546,1286,714,822,1105,266,400,1714
729,578,1147,741,1025,1013,1364,1546,659,1065,576,1338,755,883,1159,224,390,1662
730,764,1304,566,860,827,1178,1365,504,1226,700,1503,899,1068,1329,176,407,1518
731,759,1296,574,861,833,1183,1369,504,1224,692,1495,890,1062,1321,181,412,1518
734,729,1319,572,930,857,1216,1419,582,1160,735,1512,923,1048,1332,91,320,1597
735,818,1380,494,842,768,1125,1326,501,1251,779,1578,977,1131,1402,152,380,1515
736,855,1382,486,780,736,1087,1276,434,1309,768,1584,972,1158,1412,220,448,1449
737,797,1290,578,805,812,1154,1325,442,1282,672,1494,879,1085,1325,252,484,1453
738,875,1358,515,733,736,1076,1247,376,1353,734,1564,944,1164,1398,288,518,1391
739,985,1447,448,628,636,969,1137,283,1459,817,1657,1031,1271,1495,371,593,1296
740,691,1204,664,905,914,1258,1430,538,1186,601,1404,799,982,1232,234,448,1542
741,677,1197,673,919,925,1271,1444,553,1171,596,1396,792,970,1222,229,439,1557
743,635,1139,731,953,979,1321,1487,583,1147,540,1338,734,918,1165,273,469,1578
744,644,1188,688,959,951,1300,1479,593,1130,599,1384,789,944,1208,208,407,1599
